review_text,aspect,sentiment,rating,timestamp,asin,category
"This shirt is super cute and well made. I was very impressed with the quality. I love how it fits. I'm 5'2&#34; and only 100 lbs so even a size small is often too big on me. This short looked like it would be too big when I first opened it, but after trying it on I really liked the way it fit. It is loose fitting and very comfortable. I love the sleeves and the design on front too, and it happens to be my favorite color! It's super cute to pair with either jeans or leggings.<br />*I received this product for free in return for my honest and unbiased opinion. All thoughts and words are my own!*",color,positive,5.0,1467811131000,B01FTXSB1C,Amazon_Fashion
"I ordered this thinking the mask was cool like In the picture, but when it arrived it was just a think piece of fabric that barely covered his face. It looked horrible on him and you couldn't even tell he was sonic! Now I have to try and find another sonic costume and hope it gets here in time!",mask design,negative,1.0,1666153320252,B0BBV96LCS,Amazon_Fashion
"I ordered this thinking the mask was cool like In the picture, but when it arrived it was just a think piece of fabric that barely covered his face. It looked horrible on him and you couldn't even tell he was sonic! Now I have to try and find another sonic costume and hope it gets here in time!",material quality,negative,1.0,1666153320252,B0BBV96LCS,Amazon_Fashion
"I ordered this thinking the mask was cool like In the picture, but when it arrived it was just a think piece of fabric that barely covered his face. It looked horrible on him and you couldn't even tell he was sonic! Now I have to try and find another sonic costume and hope it gets here in time!",fit,negative,1.0,1666153320252,B0BBV96LCS,Amazon_Fashion
Bought to wear under gloves while working in very good weather.  Very dissapointed. There is barely any liner in them. Wouldn't recommend.,liner,negative,1.0,1549827647641,B00H4DL9II,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,cute,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,comfortable,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,versatile,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,fits well,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,feels good,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,easy to wash,neutral,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,durable,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,quality,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,reasonably priced,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
This was very cute. My teen daughter liked it a lot.<br /><br />This shirt is very comfortable. It is very versatile and can be worn many places.  It fits well and feels very good. We have other products from this company and have been happy with them.<br /><br />It is easy to wash and wear. We wear shirts like these all the time because we would rather be comfortable. It has a nice look to them. It is flattering.<br /><br />It was very soft. It felt great on.<br /><br />The fit was good.<br /><br />It feels durable. I am pleased with the quality. It is reasonably priced. I would recommend this.<br /><br />The print was really cute.,print,positive,5.0,1605635999598,B08BNG9W4M,Amazon_Fashion
Eureka! Finally a no-show sock that doesn't slouch/slide into your shoe. It is also so soft. I love this one because they are true to their word. Generally these types of sock are also too thick for me. I wear special inserts for my walking needs and need some wiggle room in my shoes. These socks are soft with out being overly padded.,no-show,positive,5.0,1575938632908,B07YYTH4DQ,Amazon_Fashion
Eureka! Finally a no-show sock that doesn't slouch/slide into your shoe. It is also so soft. I love this one because they are true to their word. Generally these types of sock are also too thick for me. I wear special inserts for my walking needs and need some wiggle room in my shoes. These socks are soft with out being overly padded.,softness,positive,5.0,1575938632908,B07YYTH4DQ,Amazon_Fashion
Eureka! Finally a no-show sock that doesn't slouch/slide into your shoe. It is also so soft. I love this one because they are true to their word. Generally these types of sock are also too thick for me. I wear special inserts for my walking needs and need some wiggle room in my shoes. These socks are soft with out being overly padded.,thickness,neutral,5.0,1575938632908,B07YYTH4DQ,Amazon_Fashion
"Don’t care for the short torso of the shirt and the material isn’t the greatest, highly recommend getting 100% cotton sweaters from h2h, they are much better quality. The color red is also more of an autum leafy red.",torso length,negative,3.0,1511879468471,B01DIN27T2,Amazon_Fashion
"Don’t care for the short torso of the shirt and the material isn’t the greatest, highly recommend getting 100% cotton sweaters from h2h, they are much better quality. The color red is also more of an autum leafy red.",material,negative,3.0,1511879468471,B01DIN27T2,Amazon_Fashion
"Don’t care for the short torso of the shirt and the material isn’t the greatest, highly recommend getting 100% cotton sweaters from h2h, they are much better quality. The color red is also more of an autum leafy red.",color,neutral,3.0,1511879468471,B01DIN27T2,Amazon_Fashion
I bought xl and it's true size. Good quality jacket.  I'm about to get large size for slight snug fit for cycling.,size,positive,5.0,1538851063713,B07CH7V5FT,Amazon_Fashion
I bought xl and it's true size. Good quality jacket.  I'm about to get large size for slight snug fit for cycling.,quality,positive,5.0,1538851063713,B07CH7V5FT,Amazon_Fashion
This bag arrived with no packaging - looked like it came straight out of someone's closet. Hardware was scuffed - purse was def not new. My guess is someone used it for weeks and then returned. I returned it as well,packaging,negative,1.0,1580321340843,B0812DPW5S,Amazon_Fashion
This bag arrived with no packaging - looked like it came straight out of someone's closet. Hardware was scuffed - purse was def not new. My guess is someone used it for weeks and then returned. I returned it as well,hardware condition,negative,1.0,1580321340843,B0812DPW5S,Amazon_Fashion
This bag arrived with no packaging - looked like it came straight out of someone's closet. Hardware was scuffed - purse was def not new. My guess is someone used it for weeks and then returned. I returned it as well,purse condition,negative,1.0,1580321340843,B0812DPW5S,Amazon_Fashion
Wow this was WAY TOO BIG on me. I went by the size chart and wanted it a little roomier because I'm a busty woman and didn't want my buttons to pop. Shirt is nice but it is just way too big (got a 1xl and my bust is about 38 inches) if I had just gotten my usual size (a medium) this probably would have fit me fine. So US ladies can feel okay with just ordering their normal general size.,size,negative,3.0,1467325317000,B01DJFM0KA,Amazon_Fashion
Wow this was WAY TOO BIG on me. I went by the size chart and wanted it a little roomier because I'm a busty woman and didn't want my buttons to pop. Shirt is nice but it is just way too big (got a 1xl and my bust is about 38 inches) if I had just gotten my usual size (a medium) this probably would have fit me fine. So US ladies can feel okay with just ordering their normal general size.,fit,neutral,3.0,1467325317000,B01DJFM0KA,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",thickness,neutral,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",fit,negative,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",material (synthetic fibers),neutral,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",sweatiness,negative,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.","texture (rough outside, soft and fuzzy inside)",positive,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",staying put,positive,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",price,negative,4.0,1630119751347,B093SY93HP,Amazon_Fashion
"These socks are fairly thick, which makes them difficult, if not impossible to wear in shoes that fit well. They are made of all synthetic fibers, so your feet may feel a bit sweaty if you are able to wear them with shoes or boots. They are a bit rough feeling on the outside, but they are very soft and fuzzy on the inside, and seem to stay put better with the cuff turned down, in my opinion. Otherwise, they tend to slide down. This makes them wonderful to wear around the house. The price is a bit expensive for only one pair of cozy house socks that are not really thermal socks, as stated, and are hard to fit when wearing good fitting shoes, but they would make a nice gift.",thermal performance,neutral,4.0,1630119751347,B093SY93HP,Amazon_Fashion
Very nice but I have learned to avoid halter necks. This is getting shoulder straps put on it and I will move on next time I see &#34;halter neck/closure/etc.&#34;,design,negative,4.0,1485594005000,B01J5GDE48,Amazon_Fashion
"I absolutely cannot find comfortable glasses frames.  For years, I fidgeted with my glasses...on again, off again...Then I found a pair that were so comfortable that I forgot I was wearing them.  The optician told me that it was because the bridge fit me better than anything I had before.  These are 14 mm, and I had been getting up to 18 mm, with the opticians pinching the bridges closed.  These are made for me.  I entered the 3 specs from my most comfortable pair, and found 3 pairs of glasses that looked perfect!  I purchased 2 (one for this year's glasses, and another for future).  These are the ones I'm having lenses made for first.  Super light weight, and the purple frame color is perfect.  I'm not one of those ""purple ladies"", and I just wanted something that looked different and flattering.  Bingo!",comfortable glasses frames,positive,5.0,1589394009566,B06XS9NKK7,Amazon_Fashion
"I absolutely cannot find comfortable glasses frames.  For years, I fidgeted with my glasses...on again, off again...Then I found a pair that were so comfortable that I forgot I was wearing them.  The optician told me that it was because the bridge fit me better than anything I had before.  These are 14 mm, and I had been getting up to 18 mm, with the opticians pinching the bridges closed.  These are made for me.  I entered the 3 specs from my most comfortable pair, and found 3 pairs of glasses that looked perfect!  I purchased 2 (one for this year's glasses, and another for future).  These are the ones I'm having lenses made for first.  Super light weight, and the purple frame color is perfect.  I'm not one of those ""purple ladies"", and I just wanted something that looked different and flattering.  Bingo!",bridge fit,positive,5.0,1589394009566,B06XS9NKK7,Amazon_Fashion
"I absolutely cannot find comfortable glasses frames.  For years, I fidgeted with my glasses...on again, off again...Then I found a pair that were so comfortable that I forgot I was wearing them.  The optician told me that it was because the bridge fit me better than anything I had before.  These are 14 mm, and I had been getting up to 18 mm, with the opticians pinching the bridges closed.  These are made for me.  I entered the 3 specs from my most comfortable pair, and found 3 pairs of glasses that looked perfect!  I purchased 2 (one for this year's glasses, and another for future).  These are the ones I'm having lenses made for first.  Super light weight, and the purple frame color is perfect.  I'm not one of those ""purple ladies"", and I just wanted something that looked different and flattering.  Bingo!",weight,positive,5.0,1589394009566,B06XS9NKK7,Amazon_Fashion
"I absolutely cannot find comfortable glasses frames.  For years, I fidgeted with my glasses...on again, off again...Then I found a pair that were so comfortable that I forgot I was wearing them.  The optician told me that it was because the bridge fit me better than anything I had before.  These are 14 mm, and I had been getting up to 18 mm, with the opticians pinching the bridges closed.  These are made for me.  I entered the 3 specs from my most comfortable pair, and found 3 pairs of glasses that looked perfect!  I purchased 2 (one for this year's glasses, and another for future).  These are the ones I'm having lenses made for first.  Super light weight, and the purple frame color is perfect.  I'm not one of those ""purple ladies"", and I just wanted something that looked different and flattering.  Bingo!",purple frame color,positive,5.0,1589394009566,B06XS9NKK7,Amazon_Fashion
"I was very disappointed, I wouldn't have paid $3 for this had I seen it in person.  I loved the design but the material is not soft, but shiny and doesn't look good in person, I ordered a smallish size because I wanted a closer fit.  It's not huge on me, but it's pretty large, the armholes go halfway down my sides, and considering I ordered a smaller size, it's pretty large.  The length is not quite but almost getting toward a short dress.",design,positive,2.0,1558027944291,B06XFTLQFD,Amazon_Fashion
